key,id,eco,Name,book,fen6,mainline,slug,eval,checkmate,family,white,draw,black,family name
rnbqkb1r/pppp2pp/4pn2/5p2/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq,25708,A80,Dutch Defense,book,rnbqkb1r/pppp2pp/4pn2/5p2/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,1.d4 f5 2.Bf4 Nf6 3.e3 e6,Dutch-Defense-2.Bf4-Nf6-3.e3-e6,0.53,0,370,48.59,18.36,33.05,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq,25709,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 4,1.d4 f5 2.Bf4 Nf6 3.e3 g6,Dutch-Defense-2.Bf4-Nf6-3.e3-g6,0.86,0,370,42.7,15.68,41.62,Dutch Defense
rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,25824,A80,Dutch Defense,book,rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1.d4 f5 2.Nf3 d6,Dutch-Defense-2.Nf3-d6,0.73,0,370,42.23,28.66,29.11,Dutch Defense
rnbqkbnr/pppp2pp/4p3/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,25825,A80,Dutch Defense,book,rnbqkbnr/pppp2pp/4p3/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1.d4 f5 2.Nf3 e6,Dutch-Defense-2.Nf3-e6,0.5,0,370,41.35,29.75,28.88,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,25826,A80,Dutch Defense,book,rnbqkbnr/ppppp2p/6p1/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1.d4 f5 2.Nf3 g6,Dutch-Defense-2.Nf3-g6,0.59,0,370,39.97,30.63,29.4,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq,25828,A80,Dutch Defense,book,rnbqkbnr/ppppp2p/6p1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,1.d4 f5 2.Nf3 g6 3.g3,Dutch-Defense-2.Nf3-g6-3.g3,0.53,0,370,39.68,34.57,25.75,Dutch Defense
rnbqk1nr/ppppp1bp/6p1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq,25829,A80,Dutch Defense,book,rnbqk1nr/ppppp1bp/6p1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,1.d4 f5 2.Nf3 g6 3.g3 Bg7,Dutch-Defense-2.Nf3-g6-3.g3-Bg7,0.53,0,370,37.65,29.22,33.14,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,25832,A80,Dutch Defense,book,rnbqkb1r/ppppp1pp/5n2/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,1.d4 f5 2.Nf3 Nf6 3.Bf4,Dutch-Defense-2.Nf3-Nf6-3.Bf4,0.55,0,370,42.74,18.67,38.59,Dutch Defense
rnbqkb1r/pppp2pp/4pn2/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq,25833,A80,Dutch Defense,book,rnbqkb1r/pppp2pp/4pn2/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.Bf4 e6,Dutch-Defense-2.Nf3-Nf6-3.Bf4-e6,0.57,0,370,47.2,21.05,31.74,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq,25834,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.Bf4 g6,Dutch-Defense-2.Nf3-Nf6-3.Bf4-g6,0.47,0,370,41.74,21.3,36.96,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq,25835,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.Bf4 g6 4.e3,Dutch-Defense-2.Nf3-Nf6-3.Bf4-g6-4.e3,0.4,0,370,39.32,20.39,40.29,Dutch Defense
rnbqk2r/ppppp1bp/5np1/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq,25836,A80,Dutch Defense,book,rnbqk2r/ppppp1bp/5np1/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,1.d4 f5 2.Nf3 Nf6 3.Bf4 g6 4.e3 Bg7,Dutch-Defense...3.Bf4-g6-4.e3-Bg7,0.6,0,370,37.61,21.24,41.15,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5pB1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq,25837,A80,Dutch Defense,book,rnbqkb1r/ppppp1pp/5n2/5pB1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,1.d4 f5 2.Nf3 Nf6 3.Bg5,Dutch-Defense-2.Nf3-Nf6-3.Bg5,0.28,0,370,44.28,28.06,27.66,Dutch Defense
rnbqkb1r/pppp2pp/4pn2/5pB1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq,25838,A80,Dutch Defense,book,rnbqkb1r/pppp2pp/4pn2/5pB1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6,Dutch-Defense-2.Nf3-Nf6-3.Bg5-e6,0.33,0,370,41.47,29.35,29.19,Dutch Defense
rnbqkb1r/pppp2pp/4pn2/5pB1/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq,25839,A80,Dutch Defense,book,rnbqkb1r/pppp2pp/4pn2/5pB1/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq - 1 4,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2,Dutch-Defense-2.Nf3-Nf6-3.Bg5-e6-4.Nbd2,0.31,0,370,43.87,29.84,26.28,Dutch Defense
rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq,25840,A80,Dutch Defense,book,rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq d6 0 5,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 d5,Dutch-Defense...3.Bg5-e6-4.Nbd2-d5,0.64,0,370,44.93,30.92,24.15,Dutch Defense
rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq,25841,A80,Dutch Defense,book,rnbqkb1r/ppp3pp/4pn2/3p1pB1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 5,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 d5 5.e3,Dutch-Defense...3.Bg5-e6-4.Nbd2-d5-5.e3,0.63,0,370,44.62,32.26,23.12,Dutch Defense
rnbqk2r/ppppb1pp/4pn2/5pB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq,25842,A80,Dutch Defense,book,rnbqk2r/ppppb1pp/4pn2/5pB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq - 2 5,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 Be7,Dutch-Defense...3.Bg5-e6-4.Nbd2-Be7,0.34,0,370,43.55,28.92,27.53,Dutch Defense
rnbqk2r/ppppb1pp/4pB2/5p2/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq,25843,A80,Dutch Defense,book,rnbqk2r/ppppb1pp/4pB2/5p2/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq - 0 5,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 Be7 5.Bxf6,Dutch-Defense...3.Bg5-e6-4.Nbd2-Be7-5.Bxf6,0.31,0,370,45.32,31.03,23.65,Dutch Defense
rnbqk2r/pppp2pp/4pb2/5p2/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq,25844,A80,Dutch Defense,book,rnbqk2r/pppp2pp/4pb2/5p2/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq - 0 6,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 Be7 5.Bxf6 Bxf6,Dutch-Defense...4.Nbd2-Be7-5.Bxf6-Bxf6,0.41,0,370,45.73,30.65,23.62,Dutch Defense
rnbqk2r/pppp2pp/4pb2/5p2/3PP3/5N2/PPPN1PPP/R2QKB1R b KQkq,25845,A80,Dutch Defense,book,rnbqk2r/pppp2pp/4pb2/5p2/3PP3/5N2/PPPN1PPP/R2QKB1R b KQkq e3 0 6,1.d4 f5 2.Nf3 Nf6 3.Bg5 e6 4.Nbd2 Be7 5.Bxf6 Bxf6 6.e4,Dutch-Defense...4.Nbd2-Be7-5.Bxf6-Bxf6-6.e4,0.34,0,370,45.69,30.46,23.86,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq,25855,A80,Dutch Defense,book,rnbqkb1r/ppppp1pp/5n2/5p2/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,1.d4 f5 2.Nf3 Nf6 3.e3,Dutch-Defense-2.Nf3-Nf6-3.e3,0.32,0,370,35.22,21.74,43.04,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq,25856,A80,Dutch Defense,book,rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,1.d4 f5 2.Nf3 Nf6 3.g3,Dutch-Defense-2.Nf3-Nf6-3.g3,0.53,0,370,39.27,32.54,28.17,Dutch Defense
rnbqkb1r/ppp1p1pp/3p1n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq,25857,A80,Dutch Defense,book,rnbqkb1r/ppp1p1pp/3p1n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.g3 d6,Dutch-Defense-2.Nf3-Nf6-3.g3-d6,0.52,0,370,40.07,31.47,28.46,Dutch Defense
rnbqkb1r/pppp2pp/4pn2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq,25858,A80,Dutch Defense,book,rnbqkb1r/pppp2pp/4pn2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.g3 e6,Dutch-Defense-2.Nf3-Nf6-3.g3-e6,0.62,0,370,41.11,33.23,25.66,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq,25875,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.g3 g6,Dutch-Defense-2.Nf3-Nf6-3.g3-g6,0.56,0,370,38.32,32.66,28.99,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/3P4/1P3NP1/P1P1PP1P/RNBQKB1R b KQkq,25876,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/3P4/1P3NP1/P1P1PP1P/RNBQKB1R b KQkq - 0 4,1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.b3,Dutch-Defense-2.Nf3-Nf6-3.g3-g6-4.b3,0.57,0,370,40.61,40,19.39,Dutch Defense
rnbqk2r/ppppp1bp/5np1/5p2/3P4/1P3NP1/P1P1PP1P/RNBQKB1R w KQkq,25877,A80,Dutch Defense,book,rnbqk2r/ppppp1bp/5np1/5p2/3P4/1P3NP1/P1P1PP1P/RNBQKB1R w KQkq - 1 5,1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.b3 Bg7,Dutch-Defense...3.g3-g6-4.b3-Bg7,0.55,0,370,40.36,39.76,19.88,Dutch Defense
rnbqk2r/ppppp1bp/5np1/5p2/3P4/1P3NP1/PBP1PP1P/RN1QKB1R b KQkq,25878,A80,Dutch Defense,book,rnbqk2r/ppppp1bp/5np1/5p2/3P4/1P3NP1/PBP1PP1P/RN1QKB1R b KQkq - 2 5,1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.b3 Bg7 5.Bb2,Dutch-Defense...3.g3-g6-4.b3-Bg7-5.Bb2,0.39,0,370,43.82,37.08,19.1,Dutch Defense
rnbq1rk1/ppppp1bp/5np1/5p2/3P4/1P3NP1/PBP1PP1P/RN1QKB1R w KQ,25879,A80,Dutch Defense,book,rnbq1rk1/ppppp1bp/5np1/5p2/3P4/1P3NP1/PBP1PP1P/RN1QKB1R w KQ - 3 6,1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.b3 Bg7 5.Bb2 O-O,Dutch-Defense...4.b3-Bg7-5.Bb2-O-O,0.47,0,370,39.86,39.16,20.98,Dutch Defense
rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1QK2R w KQ,26001,A80,Dutch Defense,book,rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1QK2R w KQ - 0 7,1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.b3 Bg7 5.Bb2 O-O 6.Bg2 d6,Dutch-Defense...5.Bb2-O-O-6.Bg2-d6,0.54,0,370,42.4,36.23,21.37,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,26243,A84,Dutch Defense,book,rnbqkbnr/ppppp2p/6p1/5p2/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,1.d4 f5 2.c4 g6 3.Nf3,Dutch-Defense-2.c4-g6-3.Nf3,0.52,0,370,42.06,28.57,29.37,Dutch Defense
rnbqkb1r/ppppp2p/5np1/5p2/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,26244,A80,Dutch Defense,book,rnbqkb1r/ppppp2p/5np1/5p2/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,1.d4 f5 2.c4 g6 3.Nf3 Nf6,Dutch-Defense-2.c4-g6-3.Nf3-Nf6,0.6,0,370,38.87,27.01,34.12,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq,26245,A84,Dutch Defense,book,rnbqkbnr/ppppp2p/6p1/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,1.d4 f5 2.c4 g6 3.g3,Dutch-Defense-2.c4-g6-3.g3,0.51,0,370,44.15,25,30.85,Dutch Defense
rnbqkbnr/ppppp1pp/8/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR b KQkq,376,A80,Dutch Defense: Alapin Variation,book,rnbqkbnr/ppppp1pp/8/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR b KQkq - 1 2,1.d4 f5 2.Qd3,Dutch-Defense-Alapin-Variation,0.27,0,370,40.87,17.39,41.74,Dutch Defense
rnbqkbnr/pppp2pp/4p3/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq,13979,A80,Dutch Defense: Alapin Variation; Anti-Classical Line,book,rnbqkbnr/pppp2pp/4p3/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq - 0 3,1.d4 f5 2.Qd3 e6,Dutch-Defense-Alapin-Variation-Anti-Classical-Line,0.3,0,370,46.67,30,23.33,Dutch Defense
rnbqkbnr/pppp2pp/4p3/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq,386,A80,Dutch Defense: Alapin Variation; Anti-Classical; Manhattan Gambit,book,rnbqkbnr/pppp2pp/4p3/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq g3 0 3,1.d4 f5 2.Qd3 e6 3.g4,Dutch-Defense-Alapin-Variation-Anti-Classical-Manhattan-Gambit,0.39,0,370,46.67,33.33,20,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq,13980,A80,Dutch Defense: Alapin Variation; Anti-Leningrad Variation,notable,rnbqkbnr/ppppp2p/6p1/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq - 0 3,1.d4 f5 2.Qd3 g6,Dutch-Defense-Alapin-Variation-Anti-Leningrad-Variation,0.88,0,370,75,0,25,Dutch Defense
rnbqkbnr/ppppp2p/6p1/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq,387,A80,Dutch Defense: Alapin Variation; Anti-Leningrad; Manhattan Gambit,notable,rnbqkbnr/ppppp2p/6p1/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq g3 0 3,1.d4 f5 2.Qd3 g6 3.g4,Dutch-Defense-Alapin-Variation-Anti-Leningrad-Manhattan-Gambit,0.27,0,370,100,0,0,Dutch Defense
rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq,13978,A80,Dutch Defense: Alapin Variation; Anti-Modern Variation,book,rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq - 0 3,1.d4 f5 2.Qd3 d6,Dutch-Defense-Alapin-Variation-Anti-Modern-Variation,0.69,0,370,30.3,9.09,60.61,Dutch Defense
rnbqkbnr/ppp1p1pp/3p4/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq,388,A80,Dutch Defense: Alapin Variation; Anti-Modern; Manhattan Gambit,book,rnbqkbnr/ppp1p1pp/3p4/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq g3 0 3,1.d4 f5 2.Qd3 d6 3.g4,Dutch-Defense-Alapin-Variation-Anti-Modern-Manhattan-Gambit,0.55,0,370,22.22,11.11,66.67,Dutch Defense
rnbqkbnr/ppp1p1pp/8/3p1p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq,13977,A80,Dutch Defense: Alapin Variation; Anti-Stonewall Variation,book,rnbqkbnr/ppp1p1pp/8/3p1p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq d6 0 3,1.d4 f5 2.Qd3 d5,Dutch-Defense-Alapin-Variation-Anti-Stonewall-Variation,0.55,0,370,41.01,19.42,39.57,Dutch Defense
rnbqkbnr/ppp1p1pp/8/3p1p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq,389,A80,Dutch Defense: Alapin Variation; Anti-Stonewall; Manhattan Gambit,book,rnbqkbnr/ppp1p1pp/8/3p1p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq g3 0 3,1.d4 f5 2.Qd3 d5 3.g4,Dutch-Defense-Alapin-Variation-Anti-Stonewall-Manhattan-Gambit,-0.08,0,370,37.97,18.99,43.04,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq,13981,A80,Dutch Defense: Alapin Variation; Pretzel Gambit,notable,rnbqkb1r/ppppp1pp/5n2/5p2/3P4/3Q4/PPP1PPPP/RNB1KBNR w KQkq - 2 3,1.d4 f5 2.Qd3 Nf6,Dutch-Defense-Alapin-Variation-Pretzel-Gambit,0.63,0,370,75,0,25,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq,13982,A80,Dutch Defense: Alapin Variation; Pretzel Gambit,notable,rnbqkb1r/ppppp1pp/5n2/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq g3 0 3,1.d4 f5 2.Qd3 Nf6 3.g4,Dutch-Defense-Alapin-Variation-Pretzel-Gambit-3.g4,-0.47,0,370,0,0,0,Dutch Defense
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq,14012,A80,Dutch Defense: Barcza Variation,notable,rnbqkb1r/ppppp1pp/5n2/5p2/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,1.d4 f5 2.Nf3 Nf6 3.c3,Dutch-Defense-Barcza-Variation,0.34,0,370,33.78,27.03,39.19,Dutch Defense
rnbqkb1r/ppppp2p/6pn/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,3025,A84,Dutch Defense: Bladel Variation,notable,rnbqkb1r/ppppp2p/6pn/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,1.d4 f5 2.c4 g6 3.Nc3 Nh6,Dutch-Defense-Bladel-Variation,0.97,0,370,0,50,50,Dutch Defense
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,13603,A84,Dutch Defense: Classical Variation,book,rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq f6 0 3,1.d4 e6 2.c4 f5,Dutch-Defense-Classical-Variation,0.58,0,370,42.53,30.07,27.39,Dutch Defense
rnbqkb1r/pp1p2pp/2p1pn2/5p2/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq,13878,A90,Dutch Defense: Classical Variation,notable,rnbqkb1r/pp1p2pp/2p1pn2/5p2/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 c6,Dutch-Defense-Classical-Variation-3.Nf3-Nf6-4.g3-c6,0.62,0,370,37.6,35.95,26.03,Dutch Defense
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq,13881,A90,Dutch Defense: Classical Variation,book,rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 1 6,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 c6 5.Bg2 d5 6.O-O,Dutch-Defense-Classical-Variation...4.g3-c6-5.Bg2-d5-6.O-O,0.43,0,370,40.52,34.83,24.62,Dutch Defense
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq,13919,A84,Dutch Defense: Classical Variation,notable,rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 1 4,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Nf3,Dutch-Defense-Classical-Variation-3.Nf3-Nf6-4.g3,0.49,0,370,39.24,30.34,30.38,Dutch Defense
rnbqk2r/pp2b1pp/2p1pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w kq,23424,A90,Dutch Defense: Classical Variation,book,rnbqk2r/pp2b1pp/2p1pn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w kq - 2 7,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 c6 5.Bg2 d5 6.O-O Be7,Dutch-Defense-Classical-Variation...5.Bg2-d5-6.O-O-Be7,0.6,0,370,53.58,26.28,20.14,Dutch Defense
