key,id,eco,Name,book,fen6,mainline,slug,eval,checkmate,family,white,draw,black,family name
1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP1NPP/1PP2PB1/R1BQ1RK1 b -,17402,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP1NPP/1PP2PB1/R1BQ1RK1 b - a3 0 9,1.e4 c5 2.Nf3 d6 3.g3 Nf6 4.d3 g6 5.Bg2 Bg7 6.O-O O-O 7.Nc3 Nc6 8.h3 Rb8 9.a4,Sicilian-Defense...7.Nc3-Nc6-8.h3-Rb8-9.a4,-0.19,0,2099,31.6,35.38,33.02,Sicilian Defense
1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP1NPP/1PP2PB1/R1BQ1RK1 b -,17402,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP1NPP/1PP2PB1/R1BQ1RK1 b - a3 0 9,1.e4 c5 2.Nf3 d6 3.g3 Nf6 4.d3 g6 5.Bg2 Bg7 6.O-O O-O 7.Nc3 Nc6 8.h3 Rb8 9.a4,Sicilian-Defense...7.Nc3-Nc6-8.h3-Rb8-9.a4,-0.19,0,2099,31.6,35.38,33.02,Sicilian Defense
rnbq1rk1/pp2ppbp/3p1np1/2p5/4P3/2NP1NP1/PPP2PBP/R1BQ1RK1 b -,17406,B50,Sicilian Defense,book,rnbq1rk1/pp2ppbp/3p1np1/2p5/4P3/2NP1NP1/PPP2PBP/R1BQ1RK1 b - - 5 7,1.e4 c5 2.Nf3 d6 3.g3 Nf6 4.d3 g6 5.Bg2 Bg7 6.O-O O-O 7.Nc3,Sicilian-Defense...5.Bg2-Bg7-6.O-O-O-O-7.Nc3,-0.1,0,2099,34.29,24.9,40.82,Sicilian Defense
r1bq1rk1/pp3pbp/2n3p1/2pnp3/2N5/3P1NP1/PPP2PBP/R1BQR1K1 b -,18976,B20,Sicilian Defense,book,r1bq1rk1/pp3pbp/2n3p1/2pnp3/2N5/3P1NP1/PPP2PBP/R1BQR1K1 b - - 1 10,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 e5 9.exd5 Nxd5 10.Nc4,Sicilian-Defense...8.Re1-e5-9.exd5-Nxd5-10.Nc4,0,0,2099,34.3,24.64,41.06,Sicilian Defense
r1bq1rk1/pp3pbp/2n3p1/2pnp3/8/3P1NP1/PPPN1PBP/R1BQR1K1 w -,18977,B20,Sicilian Defense,book,r1bq1rk1/pp3pbp/2n3p1/2pnp3/8/3P1NP1/PPPN1PBP/R1BQR1K1 w - - 0 10,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 e5 9.exd5 Nxd5,Sicilian-Defense...8.Re1-e5-9.exd5-Nxd5,-0.13,0,2099,37.98,24.42,37.6,Sicilian Defense
r1bq1rk1/pp3pbp/2n2np1/2pPp3/8/3P1NP1/PPPN1PBP/R1BQR1K1 b -,18978,B20,Sicilian Defense,book,r1bq1rk1/pp3pbp/2n2np1/2pPp3/8/3P1NP1/PPPN1PBP/R1BQR1K1 b - - 0 9,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 e5 9.exd5,Sicilian-Defense...7.O-O-O-O-8.Re1-e5-9.exd5,-0.07,0,2099,34.27,25.82,39.91,Sicilian Defense
r1bq1rk1/pp3pbp/2n2np1/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 w -,18979,B20,Sicilian Defense,book,r1bq1rk1/pp3pbp/2n2np1/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 w - e6 0 9,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 e5,Sicilian-Defense...7.O-O-O-O-8.Re1-e5,0,0,2099,35.19,23.75,41.06,Sicilian Defense
r1bq1rk1/pp2ppbp/2n2np1/2p5/4P3/5NP1/PPPN1PBP/R1BQR1K1 b -,18980,B20,Sicilian Defense,book,r1bq1rk1/pp2ppbp/2n2np1/2p5/4P3/5NP1/PPPN1PBP/R1BQR1K1 b - - 0 9,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 dxe4 9.dxe4,Sicilian-Defense...7.O-O-O-O-8.Re1-dxe4-9.dxe4,-0.22,0,2099,44.2,27.07,28.73,Sicilian Defense
r1bq1rk1/pp2ppbp/2n2np1/2p5/4p3/3P1NP1/PPPN1PBP/R1BQR1K1 w -,18981,B20,Sicilian Defense,book,r1bq1rk1/pp2ppbp/2n2np1/2p5/4p3/3P1NP1/PPPN1PBP/R1BQR1K1 w - - 0 9,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1 dxe4,Sicilian-Defense...7.O-O-O-O-8.Re1-dxe4,-0.11,0,2099,42.11,28.29,29.61,Sicilian Defense
r1bq1rk1/pp2ppbp/2n2np1/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 b -,18982,B20,Sicilian Defense,book,r1bq1rk1/pp2ppbp/2n2np1/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 b - - 5 8,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.Re1,Sicilian-Defense...6.Ngf3-Bg7-7.O-O-O-O-8.Re1,-0.21,0,2099,36.54,26.91,36.54,Sicilian Defense
r1bq1rk1/pp3pbp/2n2np1/2ppp3/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 w -,18984,B20,Sicilian Defense,book,r1bq1rk1/pp3pbp/2n2np1/2ppp3/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 w - e6 0 9,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.c3 e5,Sicilian-Defense...7.O-O-O-O-8.c3-e5,-0.06,0,2099,31.34,29.55,39.1,Sicilian Defense
r1bq1rk1/pp2ppbp/2n2np1/2pp4/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 b -,18985,B20,Sicilian Defense,book,r1bq1rk1/pp2ppbp/2n2np1/2pp4/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 b - - 0 8,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6 6.Ngf3 Bg7 7.O-O O-O 8.c3,Sicilian-Defense...6.Ngf3-Bg7-7.O-O-O-O-8.c3,-0.33,0,2099,34.57,29.39,36.04,Sicilian Defense
r1bq1rk1/pp3pbp/2np1np1/2p1p3/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 w -,19070,B50,Sicilian Defense,book,r1bq1rk1/pp3pbp/2np1np1/2p1p3/4P3/2PP1NP1/PP1N1PBP/R1BQ1RK1 w - e6 0 9,1.e4 c5 2.Nf3 d6 3.g3 Nc6 4.Bg2 Nf6 5.d3 g6 6.O-O Bg7 7.c3 O-O 8.Nbd2 e5,Sicilian-Defense...7.c3-O-O-8.Nbd2-e5,-0.3,0,2099,34.76,31.71,33.54,Sicilian Defense
1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NPBNPP/PPP2PB1/R2Q1RK1 b -,19078,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NPBNPP/PPP2PB1/R2Q1RK1 b - - 2 9,1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.g3 Nc6 5.Bg2 g6 6.O-O Bg7 7.d3 O-O 8.h3 Rb8 9.Be3,Sicilian-Defense...7.d3-O-O-8.h3-Rb8-9.Be3,-0.46,0,2099,29.41,34.56,36.03,Sicilian Defense
1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NPBNPP/PPP2PB1/R2Q1RK1 b -,19078,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NPBNPP/PPP2PB1/R2Q1RK1 b - - 2 9,1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.g3 Nc6 5.Bg2 g6 6.O-O Bg7 7.d3 O-O 8.h3 Rb8 9.Be3,Sicilian-Defense...7.d3-O-O-8.h3-Rb8-9.Be3,-0.46,0,2099,29.41,34.56,36.03,Sicilian Defense
1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 w -,19079,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 w - - 1 9,1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.g3 Nc6 5.Bg2 g6 6.O-O Bg7 7.d3 O-O 8.h3 Rb8,Sicilian-Defense...7.d3-O-O-8.h3-Rb8,-0.15,0,2099,30.08,34.56,35.36,Sicilian Defense
1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 w -,19079,B50,Sicilian Defense,book,1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 w - - 1 9,1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.g3 Nc6 5.Bg2 g6 6.O-O Bg7 7.d3 O-O 8.h3 Rb8,Sicilian-Defense...7.d3-O-O-8.h3-Rb8,-0.15,0,2099,30.08,34.56,35.36,Sicilian Defense
r1bq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 b -,19080,B50,Sicilian Defense,book,r1bq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NP1NPP/PPP2PB1/R1BQ1RK1 b - - 0 8,1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.g3 Nc6 5.Bg2 g6 6.O-O Bg7 7.d3 O-O 8.h3,Sicilian-Defense...6.O-O-Bg7-7.d3-O-O-8.h3,-0.24,0,2099,34.85,32.12,33.03,Sicilian Defense
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P2P1/PPP2P1P/RNBQKBNR b KQkq,42027,B20,Sicilian Defense,book,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P2P1/PPP2P1P/RNBQKBNR b KQkq - 0 3,1.e4 c5 2.d3 Nc6 3.g3,Sicilian-Defense-2.d3-Nc6-3.g3,-0.23,0,2099,34.5,28.42,37,Sicilian Defense
r1bqkbnr/pp2pppp/2n5/2pp4/4P3/3P2P1/PPP2P1P/RNBQKBNR w KQkq,42028,B20,Sicilian Defense,book,r1bqkbnr/pp2pppp/2n5/2pp4/4P3/3P2P1/PPP2P1P/RNBQKBNR w KQkq d6 0 4,1.e4 c5 2.d3 Nc6 3.g3 d5,Sicilian-Defense-2.d3-Nc6-3.g3-d5,0,0,2099,28.16,32.49,39.35,Sicilian Defense
r1bqkbnr/pp2pppp/2n5/2pp4/4P3/3P2P1/PPPN1P1P/R1BQKBNR b KQkq,42029,B20,Sicilian Defense,book,r1bqkbnr/pp2pppp/2n5/2pp4/4P3/3P2P1/PPPN1P1P/R1BQKBNR b KQkq - 1 4,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2,Sicilian-Defense-2.d3-Nc6-3.g3-d5-4.Nd2,-0.25,0,2099,27.22,33.81,38.97,Sicilian Defense
r1bqkb1r/pp2pppp/2n2n2/2pp4/4P3/3P2P1/PPPN1P1P/R1BQKBNR w KQkq,42030,B20,Sicilian Defense,book,r1bqkb1r/pp2pppp/2n2n2/2pp4/4P3/3P2P1/PPPN1P1P/R1BQKBNR w KQkq - 2 5,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6,Sicilian-Defense...3.g3-d5-4.Nd2-Nf6,-0.29,0,2099,26.16,36.78,37.06,Sicilian Defense
r1bqkb1r/pp2pppp/2n2n2/2pp4/4P3/3P2P1/PPPN1PBP/R1BQK1NR b KQkq,42031,B20,Sicilian Defense,book,r1bqkb1r/pp2pppp/2n2n2/2pp4/4P3/3P2P1/PPPN1PBP/R1BQK1NR b KQkq - 3 5,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2,Sicilian-Defense...3.g3-d5-4.Nd2-Nf6-5.Bg2,-0.42,0,2099,28.76,35.28,35.96,Sicilian Defense
r1bqkb1r/pp3ppp/2n2n2/2ppp3/4P3/3P2P1/PPPN1PBP/R1BQK1NR w KQkq,42032,B20,Sicilian Defense,book,r1bqkb1r/pp3ppp/2n2n2/2ppp3/4P3/3P2P1/PPPN1PBP/R1BQK1NR w KQkq e6 0 6,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 e5,Sicilian-Defense...4.Nd2-Nf6-5.Bg2-e5,-0.35,0,2099,24.69,40.12,35.19,Sicilian Defense
r1bqkb1r/pp3ppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQK2R b KQkq,42033,B20,Sicilian Defense,book,r1bqkb1r/pp3ppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQK2R b KQkq - 1 6,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 e5 6.Ngf3,Sicilian-Defense...4.Nd2-Nf6-5.Bg2-e5-6.Ngf3,-0.3,0,2099,26.75,31.69,41.56,Sicilian Defense
r1bqk2r/pp2bppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQkq,42034,B20,Sicilian Defense,book,r1bqk2r/pp2bppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQkq - 2 7,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 e5 6.Ngf3 Be7,Sicilian-Defense...5.Bg2-e5-6.Ngf3-Be7,-0.27,0,2099,22.29,33.73,43.98,Sicilian Defense
r1bq1rk1/pp2bppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w -,42036,B20,Sicilian Defense,book,r1bq1rk1/pp2bppp/2n2n2/2ppp3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - - 4 8,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 e5 6.Ngf3 Be7 7.O-O O-O,Sicilian-Defense...6.Ngf3-Be7-7.O-O-O-O,-0.43,0,2099,30,26.77,43.23,Sicilian Defense
r1bqkb1r/pp2pp1p/2n2np1/2pp4/4P3/3P2P1/PPPN1PBP/R1BQK1NR w KQkq,42037,B20,Sicilian Defense,book,r1bqkb1r/pp2pp1p/2n2np1/2pp4/4P3/3P2P1/PPPN1PBP/R1BQK1NR w KQkq - 0 6,1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 5.Bg2 g6,Sicilian-Defense...4.Nd2-Nf6-5.Bg2-g6,-0.21,0,2099,27.2,33.6,39.2,Sicilian Defense
