key,id,eco,Name,book,fen6,mainline,slug,eval,checkmate,family,white,draw,black,family name
rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq,11513,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O,Petrovs-Defense-Classical-Attack-5...d5-6.Bd3-Be7-7.O-O,0.4,0,1872,39.82,44.79,15.39,#N/A
r2qk2r/ppp1bppp/2n5/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 w kq,11517,C42,Petrov's Defense: Classical Attack,notable,r2qk2r/ppp1bppp/2n5/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 w kq - 6 9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bf5,Petrovs-Defense-Classical-Attack...7.O-O-Nc6-8.Re1-Bf5,0.55,0,1872,39.68,49.6,10.71,#N/A
r2qk2r/ppp1bppp/2n5/3p4/3Pn1b1/3B1N2/PPP2PPP/RNBQR1K1 w kq,11518,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n5/3p4/3Pn1b1/3B1N2/PPP2PPP/RNBQR1K1 w kq - 6 9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4,Petrovs-Defense-Classical-Attack...7.O-O-Nc6-8.Re1-Bg4,0.33,0,1872,38,41.64,20.36,#N/A
r2qk2r/ppp1bppp/2n5/3p4/3Pn1b1/2PB1N2/PP3PPP/RNBQR1K1 b kq,11519,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n5/3p4/3Pn1b1/2PB1N2/PP3PPP/RNBQR1K1 b kq - 0 9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3,Petrovs-Defense-Classical-Attack...7.O-O-Nc6-8.Re1-Bg4-9.c3,0.21,0,1872,44.67,33.11,22.22,#N/A
r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP3PPP/RNBQR1K1 w kq,11520,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP3PPP/RNBQR1K1 w kq f6 0 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5,Petrovs-Defense-Classical-Attack...8.Re1-Bg4-9.c3-f5,0.16,0,1872,42.72,33.89,23.39,#N/A
r2qk2r/ppp1bppp/2n5/3p4/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 b kq,11521,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n5/3p4/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 b kq c3 0 9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4,Petrovs-Defense-Classical-Attack...7.O-O-Nc6-8.Re1-Bg4-9.c4,0.32,0,1872,33.1,49.76,17.14,#N/A
r2q1rk1/ppp1b1pp/8/n2p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 w -,58894,C42,Petrov's Defense: Classical Attack,book,r2q1rk1/ppp1b1pp/8/n2p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 w - - 4 12,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Qb3 O-O 11.Nbd2 Na5,Petrovs-Defense-Classical-Attack...10.Qb3-O-O-11.Nbd2-Na5,0.21,0,1872,39.42,44.53,16.06,#N/A
r2qk2r/ppp1bppp/2n2n2/3p4/2PP2b1/2NB1N2/PP3PPP/R1BQR1K1 b kq,58897,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n2n2/3p4/2PP2b1/2NB1N2/PP3PPP/R1BQR1K1 b kq - 2 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6 10.Nc3,Petrovs-Defense-Classical-Attack...8.Re1-Bg4-9.c4-Nf6-10.Nc3,0.12,0,1872,29.86,53.47,16.67,#N/A
rn1qkb1r/ppp2ppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq,58898,C42,Petrov's Defense: Classical Attack,book,rn1qkb1r/ppp2ppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 2 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bf5,Petrovs-Defense-Classical-Attack-5...d5-6.Bd3-Bf5,0.34,0,1872,28.01,52.94,19.05,#N/A
rn1qkb1r/ppp2ppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq,58899,C42,Petrov's Defense: Classical Attack,book,rn1qkb1r/ppp2ppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bf5 7.O-O,Petrovs-Defense-Classical-Attack-5...d5-6.Bd3-Bf5-7.O-O,0.42,0,1872,28.29,52.86,18.86,#N/A
rn1qk2r/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 b kq,58901,C42,Petrov's Defense: Classical Attack,book,rn1qk2r/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 b kq - 5 8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bf5 7.O-O Be7 8.Re1,Petrovs-Defense-Classical-Attack...6.Bd3-Bf5-7.O-O-Be7-8.Re1,0.48,0,1872,26.11,60,13.89,#N/A
rn1q1rk1/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 w -,58902,C42,Petrov's Defense: Classical Attack,book,rn1q1rk1/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 w - - 6 9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bf5 7.O-O Be7 8.Re1 O-O,Petrovs-Defense-Classical-Attack...7.O-O-Be7-8.Re1-O-O,0.41,0,1872,28.01,57.23,14.76,#N/A
r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP3PPP/RNB1R1K1 b kq,58935,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP3PPP/RNB1R1K1 b kq - 1 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Qb3,Petrovs-Defense-Classical-Attack...8.Re1-Bg4-9.c3-f5-10.Qb3,0.23,0,1872,50,30.84,19.16,#N/A
r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP3PPP/RNB1R1K1 w -,58936,C42,Petrov's Defense: Classical Attack,book,r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP3PPP/RNB1R1K1 w - - 2 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Qb3 O-O,Petrovs-Defense-Classical-Attack...9.c3-f5-10.Qb3-O-O,0.24,0,1872,46.51,33.72,19.77,#N/A
r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 b -,58937,C42,Petrov's Defense: Classical Attack,book,r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 b - - 3 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Qb3 O-O 11.Nbd2,Petrovs-Defense-Classical-Attack...9.c3-f5-10.Qb3-O-O-11.Nbd2,0.21,0,1872,45.38,33.73,20.88,#N/A
r2q1r1k/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 w -,58938,C42,Petrov's Defense: Classical Attack,book,r2q1r1k/ppp1b1pp/2n5/3p1p2/3Pn1b1/1QPB1N2/PP1N1PPP/R1B1R1K1 w - - 4 12,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Qb3 O-O 11.Nbd2 Kh8,Petrovs-Defense-Classical-Attack...10.Qb3-O-O-11.Nbd2-Kh8,0.32,0,1872,52.73,17.27,30,#N/A
r2qk2r/ppp1bppp/2n2n2/3p4/2PP2b1/3B1N2/PP3PPP/RNBQR1K1 w kq,58939,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n2n2/3p4/2PP2b1/3B1N2/PP3PPP/RNBQR1K1 w kq - 1 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6,Petrovs-Defense-Classical-Attack...8.Re1-Bg4-9.c4-Nf6,0.23,0,1872,31.27,51.61,17.12,#N/A
r2qk2r/ppp1bppp/2n2n2/3P4/3P2b1/3B1N2/PP3PPP/RNBQR1K1 b kq,58940,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n2n2/3P4/3P2b1/3B1N2/PP3PPP/RNBQR1K1 b kq - 0 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6 10.cxd5,Petrovs-Defense-Classical-Attack...8.Re1-Bg4-9.c4-Nf6-10.cxd5,0,0,1872,33.06,49.8,17.14,#N/A
r2qk2r/ppp1bppp/2n5/3n4/3P2b1/3B1N2/PP3PPP/RNBQR1K1 w kq,58941,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n5/3n4/3P2b1/3B1N2/PP3PPP/RNBQR1K1 w kq - 0 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6 10.cxd5 Nxd5,Petrovs-Defense-Classical-Attack...9.c4-Nf6-10.cxd5-Nxd5,0.42,0,1872,40.58,44.93,14.49,#N/A
r2qk2r/ppp1bppp/2n5/3n4/3P2b1/2NB1N2/PP3PPP/R1BQR1K1 b kq,58942,C42,Petrov's Defense: Classical Attack,book,r2qk2r/ppp1bppp/2n5/3n4/3P2b1/2NB1N2/PP3PPP/R1BQR1K1 b kq - 1 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6 10.cxd5 Nxd5 11.Nc3,Petrovs-Defense-Classical-Attack...9.c4-Nf6-10.cxd5-Nxd5-11.Nc3,0.42,0,1872,38,47.33,14.67,#N/A
r2q1rk1/ppp1bppp/2n5/3n4/3P2b1/2NB1N2/PP3PPP/R1BQR1K1 w -,58943,C42,Petrov's Defense: Classical Attack,book,r2q1rk1/ppp1bppp/2n5/3n4/3P2b1/2NB1N2/PP3PPP/R1BQR1K1 w - - 2 12,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c4 Nf6 10.cxd5 Nxd5 11.Nc3 O-O,Petrovs-Defense-Classical-Attack...10.cxd5-Nxd5-11.Nc3-O-O,0.42,0,1872,40.33,45.3,14.36,#N/A
rn1qk2r/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 w kq,58944,C42,Petrov's Defense: Classical Attack,book,rn1qk2r/ppp1bppp/8/3p1b2/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 w kq - 4 8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Bf5,Petrovs-Defense-Classical-Attack...6.Bd3-Be7-7.O-O-Bf5,0.4,0,1872,30.33,53.31,16.36,#N/A
rnbqk2r/ppp1bppp/3p4/8/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq,58948,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/3p4/8/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7,Petrovs-Defense-Classical-Attack-5...Be7,0.43,0,1872,41.33,45.61,13.06,#N/A
rnbqk2r/ppp1bppp/3p4/8/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq,58949,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/3p4/8/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 2 6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3,Petrovs-Defense-Classical-Attack-5...Be7-6.Bd3,0.34,0,1872,40.31,46.77,12.92,#N/A
rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq,58950,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3 d5,Petrovs-Defense-Classical-Attack-5...Be7-6.Bd3-d5,0.44,0,1872,40.21,44.45,15.34,#N/A
rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N2/PPP2PPP/RNBQK2R w KQkq,58951,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 3 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3 Nf6,Petrovs-Defense-Classical-Attack-5...Be7-6.Bd3-Nf6,0.5,0,1872,39.86,47.55,12.59,#N/A
rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b kq,58952,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 4 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3 Nf6 7.O-O,Petrovs-Defense-Classical-Attack-5...Be7-6.Bd3-Nf6-7.O-O,0.57,0,1872,41.4,43.31,15.29,#N/A
rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N1P/PPP2PP1/RNBQK2R b KQkq,58953,C42,Petrov's Defense: Classical Attack,book,rnbqk2r/ppp1bppp/3p1n2/8/3P4/3B1N1P/PPP2PP1/RNBQK2R b KQkq - 0 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Be7 6.Bd3 Nf6 7.h3,Petrovs-Defense-Classical-Attack-5...Be7-6.Bd3-Nf6-7.h3,0.55,0,1872,40,51.82,8.18,#N/A
r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP1N1PPP/R1BQR1K1 b kq,1855,C42,Petrov's Defense: Classical Attack; Berger Variation,book,r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP1N1PPP/R1BQR1K1 b kq - 1 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2,Petrovs-Defense-Classical-Attack-Berger-Variation,0,0,1872,38.51,33.91,27.59,#N/A
r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP1N1PPP/R1BQR1K1 w -,58890,C42,Petrov's Defense: Classical Attack; Berger Variation,book,r2q1rk1/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP1N1PPP/R1BQR1K1 w - - 2 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2 O-O,Petrovs-Defense-Classical-Attack-Berger-Variation-10...O-O,0.24,0,1872,39.26,32.59,28.15,#N/A
rnbqkb1r/ppp2ppp/3p1n2/8/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq,1858,C42,Petrov's Defense: Classical Attack; Closed,notable,rnbqkb1r/ppp2ppp/3p1n2/8/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 Nf6,Petrovs-Defense-Classical-Attack-Closed,0.54,0,1872,47.06,23.53,29.41,#N/A
r2qk2r/ppp1b1pp/2n5/3p1p2/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 b kq,3193,C42,Petrov's Defense: Classical Attack; Krause Variation,notable,r2qk2r/ppp1b1pp/2n5/3p1p2/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 b kq - 0 10,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.c4,Petrovs-Defense-Classical-Attack-Krause-Variation,-0.4,0,1872,20,60,20,#N/A
r2qk2r/ppp3pp/2n5/3p1p2/2PPn1bb/3B1N2/PP3PPP/RNBQR1K1 w kq,3194,C42,Petrov's Defense: Classical Attack; Krause; Maróczy Variation,notable,r2qk2r/ppp3pp/2n5/3p1p2/2PPn1bb/3B1N2/PP3PPP/RNBQR1K1 w kq - 1 11,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.c4 Bh4,Petrovs-Defense-Classical-Attack-Krause-Maroczy-Variation,-0.12,0,1872,0,75,25,#N/A
rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq,1860,C42,Petrov's Defense: Classical Attack; Marshall Variation,book,rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 2 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6,Petrovs-Defense-Classical-Attack-Marshall-Variation,0.39,0,1872,38.33,40.32,21.35,#N/A
rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq,11505,C42,Petrov's Defense: Classical Attack; Marshall Variation,book,rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O,Petrovs-Defense-Classical-Attack-Marshall-Variation-7.O-O,0.38,0,1872,38.46,40.87,20.67,#N/A
rnbq1rk1/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 w -,11506,C42,Petrov's Defense: Classical Attack; Marshall Variation,book,rnbq1rk1/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 w - - 4 8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O,Petrovs-Defense-Classical-Attack-Marshall-Variation-7.O-O-O-O,0.39,0,1872,38.62,40.84,20.54,#N/A
rnbq1rk1/ppp2ppp/3b4/3p4/2PPn3/3B1N2/PP3PPP/RNBQ1RK1 b -,11507,C42,Petrov's Defense: Classical Attack; Marshall Variation,book,rnbq1rk1/ppp2ppp/3b4/3p4/2PPn3/3B1N2/PP3PPP/RNBQ1RK1 b - c3 0 8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4,Petrovs-Defense-Classical-Attack-Marshall-Variation-7.O-O-O-O-8.c4,0.39,0,1872,38.78,40.92,20.3,#N/A
rnbq1rk1/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 b -,58934,C42,Petrov's Defense: Classical Attack; Marshall Variation,book,rnbq1rk1/ppp2ppp/3b4/3p4/3Pn3/3B1N2/PPP2PPP/RNBQR1K1 b - - 5 8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.Re1,Petrovs-Defense-Classical-Attack-Marshall-Variation-7.O-O-O-O-8.Re1,0.48,0,1872,42.63,38.65,18.73,#N/A
