key,id,eco,Name,book,fen6,mainline,slug,eval,checkmate,family,white,draw,black,family name
r2qkbnr/pp1npppp/2p5/3p3b/8/3P1NPP/PPP1PPB1/RNBQ1RK1 b kq,22219,A07,King's Indian Attack,book,r2qkbnr/pp1npppp/2p5/3p3b/8/3P1NPP/PPP1PPB1/RNBQ1RK1 b kq - 0 6,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.h3 Bh5 6.d3,Kings-Indian-Attack...4.O-O-Nd7-5.h3-Bh5-6.d3,0.21,0,1126,40.14,27.55,32.31,#N/A
r2qkbnr/pp1npppp/2p5/3p3b/8/5NPP/PPPPPPB1/RNBQ1RK1 w kq,22220,A07,King's Indian Attack,book,r2qkbnr/pp1npppp/2p5/3p3b/8/5NPP/PPPPPPB1/RNBQ1RK1 w kq - 1 6,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.h3 Bh5,Kings-Indian-Attack...4.O-O-Nd7-5.h3-Bh5,0.2,0,1126,45.45,26.57,27.97,#N/A
r2qkbnr/pp1npppp/2p5/3p4/6b1/5NPP/PPPPPPB1/RNBQ1RK1 b kq,22224,A07,King's Indian Attack,book,r2qkbnr/pp1npppp/2p5/3p4/6b1/5NPP/PPPPPPB1/RNBQ1RK1 b kq - 0 5,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.h3,Kings-Indian-Attack...3.Bg2-Bg4-4.O-O-Nd7-5.h3,0.15,0,1126,46.76,29.73,23.51,#N/A
r2qkbnr/pp1n1ppp/2p1p3/3p4/2PP2b1/5NP1/PP2PPBP/RNBQ1RK1 b kq,22229,A07,King's Indian Attack,book,r2qkbnr/pp1n1ppp/2p1p3/3p4/2PP2b1/5NP1/PP2PPBP/RNBQ1RK1 b kq c3 0 6,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.c4,Kings-Indian-Attack...4.O-O-Nd7-5.d4-e6-6.c4,0.17,0,1126,31.67,32.13,36.2,#N/A
r2q1rk1/pp1nbppp/2p1pn2/3p3b/3PP3/1QP2NP1/PP1N1PBP/R1B1R1K1 b -,22230,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/3p3b/3PP3/1QP2NP1/PP1N1PBP/R1B1R1K1 b - - 2 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 O-O 9.c3 Bh5 10.Qb3,Kings-Indian-Attack...8.e4-O-O-9.c3-Bh5-10.Qb3,0.09,0,1126,12.87,53.47,33.66,#N/A
r2q1rk1/pp1nbppp/2p1pn2/3p3b/3PP3/2P2NP1/PP1N1PBP/R1BQR1K1 w -,22234,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/3p3b/3PP3/2P2NP1/PP1N1PBP/R1BQR1K1 w - - 1 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 O-O 9.c3 Bh5,Kings-Indian-Attack...8.e4-O-O-9.c3-Bh5,0.27,0,1126,18.13,50,31.87,#N/A
r2q1rk1/pp1nbppp/2p1pn2/3p4/3PP1b1/2P2NP1/PP1N1PBP/R1BQR1K1 b -,22235,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/3p4/3PP1b1/2P2NP1/PP1N1PBP/R1BQR1K1 b - - 0 9,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 O-O 9.c3,Kings-Indian-Attack...7.Re1-Be7-8.e4-O-O-9.c3,0.14,0,1126,24.88,52.79,22.33,#N/A
r2q1rk1/pp1nbppp/2p1pn2/3p4/3PP1b1/5NP1/PPPN1PBP/R1BQR1K1 w -,22236,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/3p4/3PP1b1/5NP1/PPPN1PBP/R1BQR1K1 w - - 1 9,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 O-O,Kings-Indian-Attack...7.Re1-Be7-8.e4-O-O,0.16,0,1126,24.87,50.75,24.37,#N/A
r2q1rk1/pp2bppp/2p1pn2/8/3P2b1/2P2NP1/PP3PBP/R1BQR1K1 b -,22237,A07,King's Indian Attack,book,r2q1rk1/pp2bppp/2p1pn2/8/3P2b1/2P2NP1/PP3PBP/R1BQR1K1 b - - 0 12,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4 10.Rxe4 Nf6 11.Re1 O-O 12.c3,Kings-Indian-Attack...10.Rxe4-Nf6-11.Re1-O-O-12.c3,0.32,0,1126,36.22,47.96,15.82,#N/A
r2q1rk1/pp2bppp/2p1pn2/8/3P2b1/5NP1/PPP2PBP/R1BQR1K1 w -,22238,A07,King's Indian Attack,book,r2q1rk1/pp2bppp/2p1pn2/8/3P2b1/5NP1/PPP2PBP/R1BQR1K1 w - - 3 12,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4 10.Rxe4 Nf6 11.Re1 O-O,Kings-Indian-Attack...10.Rxe4-Nf6-11.Re1-O-O,0.37,0,1126,33.94,49.7,16.36,#N/A
r2qk2r/pp2bppp/2p1pn2/8/3P2b1/5NP1/PPP2PBP/R1BQR1K1 b kq,22239,A07,King's Indian Attack,book,r2qk2r/pp2bppp/2p1pn2/8/3P2b1/5NP1/PPP2PBP/R1BQR1K1 b kq - 2 11,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4 10.Rxe4 Nf6 11.Re1,Kings-Indian-Attack...9.Nxe4-Nxe4-10.Rxe4-Nf6-11.Re1,0.31,0,1126,34.13,50.9,14.97,#N/A
r2qk2r/pp2bppp/2p1pn2/8/3PR1b1/5NP1/PPP2PBP/R1BQ2K1 w kq,22240,A07,King's Indian Attack,book,r2qk2r/pp2bppp/2p1pn2/8/3PR1b1/5NP1/PPP2PBP/R1BQ2K1 w kq - 1 11,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4 10.Rxe4 Nf6,Kings-Indian-Attack...9.Nxe4-Nxe4-10.Rxe4-Nf6,0.39,0,1126,33.73,51.48,14.79,#N/A
r2qk2r/pp1nbppp/2p1p3/8/3PR1b1/5NP1/PPP2PBP/R1BQ2K1 b kq,22241,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1p3/8/3PR1b1/5NP1/PPP2PBP/R1BQ2K1 b kq - 0 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4 10.Rxe4,Kings-Indian-Attack...8.e4-dxe4-9.Nxe4-Nxe4-10.Rxe4,0.32,0,1126,33.33,53.12,13.54,#N/A
r2qk2r/pp1nbppp/2p1p3/8/3Pn1b1/5NP1/PPP2PBP/R1BQR1K1 w kq,22242,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1p3/8/3Pn1b1/5NP1/PPP2PBP/R1BQR1K1 w kq - 0 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 Nxe4,Kings-Indian-Attack...8.e4-dxe4-9.Nxe4-Nxe4,0.25,0,1126,33.33,52.69,13.98,#N/A
r2q1rk1/pp1nbppp/2p1p3/8/3Pn1b1/2P2NP1/PP3PBP/R1BQR1K1 w -,22243,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1p3/8/3Pn1b1/2P2NP1/PP3PBP/R1BQR1K1 w - - 0 11,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 O-O 10.c3 Nxe4,Kings-Indian-Attack...9.Nxe4-O-O-10.c3-Nxe4,0.4,0,1126,33.64,59.81,6.54,#N/A
r2q1rk1/pp1nbppp/2p1pn2/8/3PN1b1/2P2NP1/PP3PBP/R1BQR1K1 b -,22250,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/8/3PN1b1/2P2NP1/PP3PBP/R1BQR1K1 b - - 0 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 O-O 10.c3,Kings-Indian-Attack...8.e4-dxe4-9.Nxe4-O-O-10.c3,0.31,0,1126,39.01,50.67,9.87,#N/A
r2q1rk1/pp1nbppp/2p1pn2/8/3PN1b1/5NP1/PPP2PBP/R1BQR1K1 w -,22251,A07,King's Indian Attack,book,r2q1rk1/pp1nbppp/2p1pn2/8/3PN1b1/5NP1/PPP2PBP/R1BQR1K1 w - - 1 10,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4 O-O,Kings-Indian-Attack...8.e4-dxe4-9.Nxe4-O-O,0.17,0,1126,38.89,48.33,12.22,#N/A
r2qk2r/pp1nbppp/2p1pn2/8/3PN1b1/5NP1/PPP2PBP/R1BQR1K1 b kq,22252,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1pn2/8/3PN1b1/5NP1/PPP2PBP/R1BQR1K1 b kq - 0 9,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4 9.Nxe4,Kings-Indian-Attack...7.Re1-Be7-8.e4-dxe4-9.Nxe4,0.37,0,1126,35.81,50.44,13.54,#N/A
r2qk2r/pp1nbppp/2p1pn2/8/3Pp1b1/5NP1/PPPN1PBP/R1BQR1K1 w kq,22253,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1pn2/8/3Pp1b1/5NP1/PPPN1PBP/R1BQR1K1 w kq - 0 9,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4 dxe4,Kings-Indian-Attack...7.Re1-Be7-8.e4-dxe4,0.26,0,1126,35.73,50.54,13.51,#N/A
r2qk2r/pp1nbppp/2p1pn2/3p4/3PP1b1/5NP1/PPPN1PBP/R1BQR1K1 b kq,22256,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1pn2/3p4/3PP1b1/5NP1/PPPN1PBP/R1BQR1K1 b kq e3 0 8,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7 8.e4,Kings-Indian-Attack...6.Nbd2-Ngf6-7.Re1-Be7-8.e4,0.22,0,1126,30.67,50.46,18.75,#N/A
r2qk2r/pp1nbppp/2p1pn2/3p4/3P2b1/5NP1/PPPNPPBP/R1BQR1K1 w kq,22258,A07,King's Indian Attack,book,r2qk2r/pp1nbppp/2p1pn2/3p4/3P2b1/5NP1/PPPNPPBP/R1BQR1K1 w kq - 4 8,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1 Be7,Kings-Indian-Attack...6.Nbd2-Ngf6-7.Re1-Be7,0.05,0,1126,30.4,50.21,19.29,#N/A
r2qkb1r/pp1n1ppp/2p1pn2/3p4/3P2b1/5NP1/PPPNPPBP/R1BQR1K1 b kq,22259,A07,King's Indian Attack,book,r2qkb1r/pp1n1ppp/2p1pn2/3p4/3P2b1/5NP1/PPPNPPBP/R1BQR1K1 b kq - 3 7,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.O-O Nd7 5.d4 e6 6.Nbd2 Ngf6 7.Re1,Kings-Indian-Attack...5.d4-e6-6.Nbd2-Ngf6-7.Re1,0.03,0,1126,31.76,50.24,17.91,#N/A
